Model,seed,rho,SINR,SNR,target_SNRinp,measured_SNRinp,actual_error_abs,actual_remainder_signed,tight_theoretical_bound,loose_theoretical_bound,off_diagonal_frob_norm,B_frob_norm,B_spectral_norm,lambda_min_C,lambda_min_B,execution_time
PredictiveDecorrBSS,0,0.0,25.811688703589283,"[24.87335483792456, 25.71915186884114, 25.98228573163126, 25.865137779667666, 26.839838154800155]",30,29.99901834288293,"[0.48930013959448804, 0.0060111161959497394, 0.0005092169534703928, 0.0015436861699313909, 0.003554039414519039, 0.004582947141877902, 0.002414401656992915, 0.004002068464111552, 0.0004007541875763465, 0.0008597462875385986, 0.0032454142804887454, 0.00633827730994696, 0.0002630073371285846, 0.0027997889143298593, 0.004066914082093476, 0.004335981529684396, 0.0023918851721562717, 8.276875101209669e-05, 0.002154386440538225, 0.0023982435366987076, 0.004499338762421701, 0.003518588194407535, 9.422612519571771e-06, 0.00029703120613167044, 0.00011472606570261945, 0.0005830489517260062, 0.00027295875493571486, 0.003499773828944619, 0.006322781145723155, 0.0028599016280663747, 0.00020748886561783308, 0.0011884159647150838, 0.004700151897090166, 0.0016329972890094524, 0.0053329357786982, 0.00043793507611233906, 0.0011792222810633746, 0.00027476462738018625, 0.0002969700134416442, 0.000230173019868829]","[-0.48930013959448804, -0.0060111161959497394, 0.0005092169534703928, -0.0015436861699313909, -0.003554039414519039, 0.004582947141877902, 0.002414401656992915, -0.004002068464111552, -0.0004007541875763465, -0.0008597462875385986, 0.0032454142804887454, -0.00633827730994696, 0.0002630073371285846, -0.0027997889143298593, 0.004066914082093476, -0.004335981529684396, 0.0023918851721562717, 8.276875101209669e-05, -0.002154386440538225, -0.0023982435366987076, 0.004499338762421701, -0.003518588194407535, 9.422612519571771e-06, -0.00029703120613167044, -0.00011472606570261945, 0.0005830489517260062, -0.00027295875493571486, -0.003499773828944619, 0.006322781145723155, -0.0028599016280663747, 0.00020748886561783308, -0.0011884159647150838, -0.004700151897090166, 0.0016329972890094524, -0.0053329357786982, -0.00043793507611233906, 0.0011792222810633746, 0.00027476462738018625, -0.0002969700134416442, -0.000230173019868829]","[1.2129200758701997, 0.010438906481688937, 0.002893461512558669, 0.0036727236402676424, 0.005085268853952512, 0.011465468278758906, 0.006092631764445849, 0.009068179125092182, 0.0007081692969573216, 0.003727783713797485, 0.009458957944469598, 0.011063296189516424, 0.0014760394143632446, 0.012398897271308124, 0.012282613880066885, 0.008084385756657934, 0.010967531745067764, 0.001612987294113506, 0.00415611164653037, 0.008937515515287433, 0.021859589026492106, 0.006444107684766852, 0.001116559024798341, 0.0026855494838471747, 0.0016178006656191565, 0.006848486669491633, 0.002388596365405444, 0.0072849079558538424, 0.01835969341908118, 0.007266440927427047, 0.0038058679819515336, 0.0018383994432350876, 0.009445699355136783, 0.010129517534304522, 0.013414855112703902, 0.0011080998094973136, 0.0033395916532154915, 0.008602210987939195, 0.0032572945028981823, 0.002154959670702712]","[241.75691385224806, 0.0369869900138405, 0.009797938543374997, 0.011263347174074354, 0.015334481179574628, 0.041128409554770595, 0.02016032381430249, 0.033730228080933726, 0.0015866469302142497, 0.013436322152591447, 0.03434649706000309, 0.03859062047785801, 0.004767826324058628, 0.05923656233186312, 0.04709612406814488, 0.02860241000322556, 0.041802386033374765, 0.005465767525695975, 0.01365004813623912, 0.039347509991210255, 0.11718182582243633, 0.021542059799901456, 0.0038819474527033195, 0.011265259077987972, 0.006131550807846472, 0.030221977887095332, 0.008338309269965084, 0.025136391796962875, 0.06989608636286157, 0.027631388068009504, 0.014732706614730244, 0.004945148864371175, 0.03695808518380611, 0.041742108050309326, 0.05769168422840489, 0.003124420518886238, 0.011141761419976814, 0.03980345995951666, 0.014153781762976542, 0.00792242068903897]","[0.6868796398289598, 0.13175938296823797, 0.10871193531427581, 0.10545399493988789, 0.11714607356919987, 0.16231924344658516, 0.14077109863991136, 0.1385161054012029, 0.06047687042035947, 0.1109014162360513, 0.16750929983588253, 0.1503846088757899, 0.08839955474786038, 0.16795443805035012, 0.1572961272602654, 0.14246885276228058, 0.16739683761775295, 0.08482487005479361, 0.11645289964276163, 0.15523900749508307, 0.2063276835079924, 0.13092220394305934, 0.0898249782597976, 0.11262938983055654, 0.09708342041248849, 0.14291459800965092, 0.11401426243993441, 0.14234224661617859, 0.18194294881452502, 0.14235984208320204, 0.1176090123047631, 0.08087884629038541, 0.15360703653380983, 0.16458978009749722, 0.16521858196930328, 0.07460936193179395, 0.1147708002639375, 0.15410340845225268, 0.11102564820726031, 0.09846556092549352]","[1.368568123897077, 0.3822085561930002, 0.2939059127326626, 0.28522328135133934, 0.30381162459577016, 0.42321765849477105, 0.358730494297131, 0.38009037906374865, 0.16159677250046042, 0.31140010732502266, 0.407777488998528, 0.3801061012983184, 0.23316449164913275, 0.44310993307490615, 0.4430698859841039, 0.3634454202323479, 0.4349553378106922, 0.23391622690509484, 0.30736860694875884, 0.42147757561225885, 0.5420397106604424, 0.3335860843865464, 0.22572483239311253, 0.2867406160132771, 0.2488382869968191, 0.37656498148260437, 0.29411847080444153, 0.382945378305251, 0.495548288271815, 0.3809634172912774, 0.3192861212231864, 0.2204318492509451, 0.39441968589263615, 0.428738011949664, 0.44284601457534284, 0.201377979587625, 0.28619268524593744, 0.4204244802381231, 0.3107309853267941, 0.2749211503800224]","[0.835256084046516, 0.28131159165909664, 0.19878168587404313, 0.20587257438087525, 0.22412584503241972, 0.32348919834886875, 0.25597590715328755, 0.26992005859372, 0.1229689657656312, 0.2075743636807137, 0.3015636746142678, 0.2868921129749324, 0.15925214400547943, 0.31525328740223907, 0.328403957751408, 0.2590552368890527, 0.3189997036813315, 0.16877193568885376, 0.20643220937395698, 0.265427626809682, 0.3982025580930339, 0.24375953469181183, 0.141361450532721, 0.1955539495452972, 0.1631591774470535, 0.2721142862949423, 0.16589878580443912, 0.2319635614249228, 0.37872707722455606, 0.24555285640803515, 0.22183559641322037, 0.16486536441197144, 0.2693249876977493, 0.31017702018230325, 0.30216881285795594, 0.14086362513469275, 0.21439212975273225, 0.28651144315963084, 0.2074045731361384, 0.1789556412598916]","[0.0675786604294956, 0.2475268259170481, 0.309772863881489, 0.29262747024148633, 0.295744513359095, 0.29895594167669803, 0.3214564115106723, 0.26490000336311725, 0.3283156220078964, 0.28260194717901527, 0.32384849705159807, 0.2807383226028313, 0.320160542997725, 0.2667349947308629, 0.2735278968686293, 0.2891592304058153, 0.30156732996612595, 0.3004228556133573, 0.29467716763075263, 0.27184531456208216, 0.26389738757807757, 0.29415498279069263, 0.33776550848504766, 0.30841302704531703, 0.3196281742903128, 0.28458412751469386, 0.3206801845063007, 0.28529530390157337, 0.2801453972080879, 0.28218629031397535, 0.29474911671540666, 0.2975900644091766, 0.2823042922685188, 0.2955233990541644, 0.2618884513674154, 0.31380026919083087, 0.32310482725819933, 0.2765038992343703, 0.278070291841261, 0.2959368572839892]","[-0.8352560840465156, -0.2813115916590967, -0.15988617597174543, -0.2058725743808753, -0.22412584503241956, -0.192512362624304, -0.1728665493979531, -0.26992005859372004, -0.12296896576563118, -0.2017523897095213, -0.19891246622808378, -0.2868921129749322, -0.13836243469180579, -0.295181214665124, -0.23122452003471175, -0.25905523688905274, -0.20927453778313304, -0.15173161226719414, -0.20643220937395707, -0.2551349647089848, -0.29438123036688657, -0.24375953469181175, -0.12295974916812778, -0.1828431813680449, -0.15598967342007392, -0.22764214734866495, -0.1510197988851025, -0.23196356142492272, -0.23654851210018824, -0.24555285640803506, -0.19132184656182835, -0.1648653644119714, -0.2693249876977495, -0.2265359910786113, -0.3021688128579558, -0.1408636251346928, -0.15678121131288864, -0.24925451648062769, -0.19315155560592334, -0.16369629874600095]",31.073211574000197
PredictiveDecorrBSS,100,0.0,25.348684176112222,"[25.48132962791977, 27.45010253230744, 22.125642368135598, 26.1439140379634, 28.386861585441217]",30,30.009161516946964,"[1.1724726972167634, 0.22442135186776024, 0.02437715239935212, 0.002797877151739847, 0.0008271005509294937, 0.00039796953659632095, 0.0026983687187129846, 0.010370554581588642, 0.001774535882791639, 0.011938702745633911, 0.0008153819955669661, 0.001358534836159997, 0.00033683409939921916, 9.115402362347425e-05, 0.00022265164054058317, 0.002504897837413367, 0.0008785268776678734, 0.0037720691862679345, 0.00348054896557759, 0.0027868370831747313, 0.003692708164602543, 0.002682023598624461, 0.001805013165958158, 0.0006668833120340167, 0.0010219078299291695, 0.0021213143176330718, 0.004549438090748481, 0.000257768223077548, 0.00022594730923675144, 0.002359818501163957, 0.0011350353495007681, 0.00025521855998178467, 0.0020951607735186784, 0.005476764328902206, 0.00018233310480120224, 0.0007622998331155983, 0.0017596173610661126, 0.0006486008518438169, 0.0004974839394185082, 0.0002999067071804973]","[-1.1724726972167634, -0.22442135186776024, -0.02437715239935212, 0.002797877151739847, -0.0008271005509294937, 0.00039796953659632095, -0.0026983687187129846, -0.010370554581588642, 0.001774535882791639, -0.011938702745633911, -0.0008153819955669661, -0.001358534836159997, -0.00033683409939921916, -9.115402362347425e-05, 0.00022265164054058317, 0.002504897837413367, -0.0008785268776678734, -0.0037720691862679345, -0.00348054896557759, 0.0027868370831747313, -0.003692708164602543, -0.002682023598624461, -0.001805013165958158, -0.0006668833120340167, -0.0010219078299291695, -0.0021213143176330718, -0.004549438090748481, 0.000257768223077548, 0.00022594730923675144, -0.002359818501163957, -0.0011350353495007681, -0.00025521855998178467, 0.0020951607735186784, 0.005476764328902206, -0.00018233310480120224, 0.0007622998331155983, -0.0017596173610661126, -0.0006486008518438169, -0.0004974839394185082, -0.0002999067071804973]","[4.813800628485029, 0.3676658112662854, 0.043471196513316296, 0.00837768585263618, 0.0022256529259498123, 0.005733598491109028, 0.0056419398243771415, 0.02170871261150555, 0.003709344412026269, 0.02277643468951665, 0.002220698727703838, 0.0031822987512521617, 0.0011893073016053044, 0.00042259433656647075, 0.005554540774480841, 0.013675672234658431, 0.005163223944013561, 0.008403813352023703, 0.010702346406687062, 0.005900882786579555, 0.006967877831947208, 0.007151330547694995, 0.004522620234080003, 0.0030068841959006287, 0.009491502390209624, 0.0059446918090285475, 0.006912144088855314, 0.009798308520052758, 0.005799270647377305, 0.0036479386527632795, 0.004059568847971432, 0.003884526105682931, 0.006416207540632475, 0.01222026361588056, 0.005059358578826944, 0.004813527120608407, 0.005113399553515624, 0.002091139031535687, 0.0034634908258123036, 0.003697793964004685]","[8326.701116111808, 9.776989152064417, 0.28251024213788084, 0.03379083040927485, 0.007318049218582913, 0.02492529300720982, 0.02007754315697066, 0.10603872072627725, 0.009529494548581364, 0.10903019883440351, 0.006828792611324364, 0.010028383782429318, 0.003485079275331145, 0.00111971472829133, 0.022931321016187885, 0.06425925854111061, 0.02432951052225314, 0.032837529076121176, 0.04776145560456332, 0.016948828326232214, 0.02433641256335918, 0.026317062618813714, 0.015744504290130485, 0.010225128831889158, 0.04402419435714503, 0.022298899586208752, 0.019718024412495233, 0.040319109627584886, 0.023426713660819953, 0.01099822823314551, 0.01441749788333163, 0.017049900870039207, 0.021115411538446698, 0.0378165752125107, 0.021261417458724743, 0.017295898584119312, 0.018893445904104668, 0.0065945336196333686, 0.013128264447066787, 0.01463522444692969]","[0.7208361972936673, 0.2063166184022685, 0.18631379204484366, 0.151424805899465, 0.100384259602111, 0.13926886044551723, 0.13299593051514183, 0.19479389724049914, 0.10490802240864412, 0.2027919254005344, 0.09691910492829943, 0.1061029890006195, 0.07814627538068776, 0.05828512345434987, 0.140879910703518, 0.17574954511060797, 0.13575527997716672, 0.14371774018781747, 0.16542813901175135, 0.12801175760181446, 0.14656309165303993, 0.14729913706415676, 0.1205530829639641, 0.12277890817795746, 0.1629165639936762, 0.13755034646995964, 0.11919383222426518, 0.17682953425332398, 0.141728712899013, 0.10298742305489958, 0.12297171359106983, 0.11621365107633856, 0.12854054665456105, 0.16662662323056937, 0.1386468824224305, 0.12248249168465204, 0.1363378575347757, 0.09529387599570928, 0.11938546566864691, 0.11657932958758897]","[1.7536726984164135, 0.889909832849376, 0.5707060285982649, 0.39869447727995805, 0.26796248240810533, 0.3659575578535763, 0.3486624294762726, 0.50371743694567, 0.2804787013076945, 0.5156757206009633, 0.25972543103274387, 0.2876166071063499, 0.21553273292222544, 0.15986663455181518, 0.36454476918845813, 0.4730034815360436, 0.3499517432806025, 0.39590557628986695, 0.4362015081702112, 0.32526152771501166, 0.35243371143153107, 0.3596572451207809, 0.32251389319001245, 0.3056888640955626, 0.45391497411929915, 0.3558233493278733, 0.3147742521359315, 0.46102364988315947, 0.3458891321426532, 0.2683355172876917, 0.33005514518135953, 0.3231190760215624, 0.3593963396878979, 0.4201406248719324, 0.35230724430714105, 0.33283283170643024, 0.33865383302338153, 0.25848045540813047, 0.3078142943359575, 0.32440870479672457]","[1.2700742489033245, 0.6948146564032889, 0.4221309844840305, 0.28649051903391426, 0.162032773826505, 0.2515839226188704, 0.22131051537121146, 0.34384639113283677, 0.22316259401043878, 0.34560599957407706, 0.16990490631034375, 0.19186753296339842, 0.13977251233070245, 0.09817331486563348, 0.24811585784298676, 0.33989400174310774, 0.23894623750722982, 0.2525825278510189, 0.27593205469937754, 0.2606023342090171, 0.24661621746646356, 0.2507147578837242, 0.21248991881427143, 0.17849085488053926, 0.2923596023892308, 0.23144202665159708, 0.24965043348526356, 0.26390979040794915, 0.259106214557654, 0.20531571228292508, 0.20048524398385073, 0.22296518055257117, 0.2654242331826577, 0.33153112192910333, 0.24415939057349445, 0.24241205233612956, 0.22638045759150466, 0.1693905292760018, 0.21018350245515083, 0.21605730074855597]","[0.022100369672149053, 0.06130631378725714, 0.17794205948060904, 0.291463933261856, 0.3059226616192303, 0.2927456638868144, 0.28989790055326803, 0.2509773436443154, 0.3177238154489705, 0.25792119502332145, 0.3069892470753929, 0.2987088168010156, 0.3105819779258396, 0.3289766115883141, 0.30306364059103374, 0.2727420810596389, 0.2868590747406119, 0.26635794885625785, 0.2725021479880512, 0.3211380104803357, 0.31131207788114146, 0.305315691063616, 0.28944163211078583, 0.327386219630773, 0.2759625919768716, 0.2927299756805444, 0.2830522109338052, 0.29550305100924473, 0.3116310413195733, 0.29244659907136, 0.298148557240833, 0.27637672131838376, 0.2908893431468787, 0.31750858771061596, 0.3073475893228735, 0.29520465375428584, 0.3119512525435156, 0.306189580061643, 0.3089075939379363, 0.28917637240783933]","[-0.9406150473957807, -0.694814656403289, -0.4221309844840308, -0.19823569223161036, -0.162032773826505, -0.21731682501113664, -0.22131051537121144, -0.3438463911328368, -0.15035633499485054, -0.3456059995740773, -0.16990490631034372, -0.1918675329633983, -0.13977251233070245, -0.0934607090616184, -0.21835910679824502, -0.2529300793462054, -0.22299599186320845, -0.252582527851019, -0.2759320546993776, -0.1698021963312199, -0.2466162174664635, -0.2507147578837243, -0.21248991881427148, -0.17711138292405335, -0.24021828415688323, -0.2314420266515971, -0.24965043348526353, -0.24822431737276543, -0.22565535019256325, -0.20531571228292517, -0.20048524398385073, -0.2072269191695744, -0.18675968512544716, -0.20418061705882196, -0.21836774426307445, -0.19615468668094535, -0.22638045759150482, -0.16939052927600168, -0.19901131214608472, -0.20253080705455]",7.787485959000151
PredictiveDecorrBSS,200,0.0,25.743739692637796,"[26.174105247902787, 25.308494164869508, 25.341053690991412, 26.232827443406023, 25.745386434007283]",30,29.990273326583562,"[3.721898942269646, 0.008353316525885113, 0.0027053107169932034, 0.009276055544601647, 0.00819861707057612, 0.00237013982691181, 0.004020616821759582, 0.0040967549970059025, 0.0002697771354434053, 0.00036760250139078465, 0.009664376999482194, 1.626059319903561e-05, 0.0012248489331767587, 0.00036996626982066516, 0.00013006902796330877, 0.004574986745554455, 0.0007114096641549494, 0.011820162045095728, 0.0010655779502188878, 0.0008763273162717411, 0.00039941291252176825, 0.00025758519742336006, 0.004647316867306017, 0.000458919475359032, 0.0007226028590610056, 0.002114049316868538, 0.00026167843099589305, 0.0021001029713767494, 0.002542366535799978, 0.00010306791664849158, 0.00016071791436012006, 0.0006693782614055621, 0.0015988923156449175, 0.002292866269314686, 0.0013671947245521565, 0.00010230516443687776, 0.0014321830798138535, 0.0007412574202145805, 0.001092627253123979, 0.0018613299063234834]","[-3.721898942269646, -0.008353316525885113, -0.0027053107169932034, 0.009276055544601647, -0.00819861707057612, -0.00237013982691181, 0.004020616821759582, -0.0040967549970059025, -0.0002697771354434053, 0.00036760250139078465, 0.009664376999482194, -1.626059319903561e-05, -0.0012248489331767587, -0.00036996626982066516, -0.00013006902796330877, -0.004574986745554455, -0.0007114096641549494, -0.011820162045095728, -0.0010655779502188878, -0.0008763273162717411, -0.00039941291252176825, 0.00025758519742336006, -0.004647316867306017, 0.000458919475359032, -0.0007226028590610056, -0.002114049316868538, -0.00026167843099589305, -0.0021001029713767494, -0.002542366535799978, -0.00010306791664849158, 0.00016071791436012006, 0.0006693782614055621, -0.0015988923156449175, 0.002292866269314686, 0.0013671947245521565, -0.00010230516443687776, 0.0014321830798138535, 0.0007412574202145805, -0.001092627253123979, -0.0018613299063234834]","[84.59178720043582, 0.013626044895713132, 0.005159559377271659, 0.020183787843109705, 0.013678714624673571, 0.003675932822960065, 0.007102114241474889, 0.005907122298145, 0.0026952268734835565, 0.0012544681811410062, 0.02343675585054039, 0.006311140673036451, 0.004046145343397474, 0.008356569376818595, 0.00422647032166929, 0.011659049408012233, 0.004445286594523682, 0.018163930255414257, 0.007626485574984261, 0.0032302759699022274, 0.0013137930055699177, 0.0009715248013614383, 0.008782359079909723, 0.00515836643802408, 0.002749003123248093, 0.007265592307717882, 0.0015142952972677479, 0.009331563268990716, 0.010545380470957065, 0.0029374457123321333, 0.00190709969739452, 0.004835643063563099, 0.0038303250008636424, 0.00454072958713174, 0.0035527170427337687, 0.0008635252542764816, 0.003811301048196858, 0.006603423024731268, 0.0035978914733795315, 0.004406795331699662]","[232566859.85020912, 0.08391455635841015, 0.018857300165843877, 0.06552738670328637, 0.05160219443649533, 0.009927515251019741, 0.019871186050477184, 0.017233557514092755, 0.010915123921738486, 0.004102418613115666, 0.08480828567686564, 0.027510644513341256, 0.014141417567383706, 0.039589595604149846, 0.017326375957047002, 0.049708333384880996, 0.020874090480521537, 0.07219618535451433, 0.03445840058560471, 0.011417551555874447, 0.0037444301789307977, 0.0029656446003343993, 0.031739490349968716, 0.019328456153042767, 0.009308411945537238, 0.02847106569255841, 0.005109679816816682, 0.04265906013688194, 0.04597789119451936, 0.011610840135347437, 0.00645500303615666, 0.01682492284587578, 0.012744625700949282, 0.012851128328701939, 0.0104408484137832, 0.0026794730996928355, 0.012630491359912302, 0.026230154327801274, 0.012462800945041416, 0.01485225243873167]","[0.8191212547736907, 0.12820050166953148, 0.10696341971407054, 0.18033455195413228, 0.15712253313926616, 0.1035022291525617, 0.1273725793769299, 0.11884723617850075, 0.1098944556840743, 0.08741259917503441, 0.20110180636018654, 0.1307876833124132, 0.11212565413909625, 0.1665774639044453, 0.12202646076435043, 0.16295619008636486, 0.13702849939475417, 0.15220697983025674, 0.15617509263312213, 0.1162912850388702, 0.0823981852047924, 0.07699135670889168, 0.14194775419639846, 0.13754055682557892, 0.10617124646112061, 0.13944189275607824, 0.09390286984446138, 0.1547976891017488, 0.17550988309273338, 0.11589737443363635, 0.10060825959538526, 0.1262295323806091, 0.11360158708162978, 0.11866790133253205, 0.10057456576335452, 0.0801702482061755, 0.11100869046504082, 0.14350716164469127, 0.12087814799027148, 0.12578396182584953]","[1.8893427804875467, 0.4287651912178317, 0.32468401109578926, 0.48130034080400463, 0.40956352319436806, 0.26787296692285323, 0.3426703962204111, 0.3065191960149998, 0.29669065289398183, 0.22109374090848966, 0.5330002178011038, 0.3687095007662114, 0.3086408477185686, 0.41644797974540154, 0.32837995210031773, 0.4245316371808275, 0.34206555186054743, 0.43270810491465245, 0.3983544354252889, 0.3114387380238542, 0.2140850863936343, 0.19975413638492243, 0.3748172648330634, 0.339285803891134, 0.2837459418835629, 0.3758925182654056, 0.2422966519266519, 0.4257647832814886, 0.45746446432259874, 0.3079349706166388, 0.255408030475358, 0.3201297306175035, 0.31134972627846136, 0.3069967732764842, 0.29190920278803206, 0.20625162232899816, 0.3064570272567493, 0.3711658506694011, 0.3120412266773542, 0.3137852948710495]","[1.3295238024793978, 0.2980507513963787, 0.22351804233236106, 0.3926740581965528, 0.3042849361413176, 0.20568501120624022, 0.2767700784116494, 0.23739398666981232, 0.19555977516488907, 0.14973160196799357, 0.4095601290454232, 0.26530891425560177, 0.2114803598017274, 0.28659887984720717, 0.23082789936005652, 0.28900202362378963, 0.22746146296593492, 0.3309826660198402, 0.2756809975802551, 0.1823790011192171, 0.14915771125364385, 0.1394811909342314, 0.2665536445811014, 0.2486590195873135, 0.18483168436715483, 0.2524309776963936, 0.15282574342043043, 0.27902663006994216, 0.2810602797759281, 0.19973743532009802, 0.1767221491708992, 0.24388878513949402, 0.19761451211301123, 0.23766332750312788, 0.2182848744683815, 0.12430101460925781, 0.22057052234698316, 0.26911746516839397, 0.19589406572212037, 0.21365069810442375]","[0.000854444472232249, 0.17857733513561302, 0.24564322374752656, 0.2896817352623064, 0.2645502909790971, 0.30560571540938875, 0.30360731536650915, 0.29292073971149063, 0.29685736805449253, 0.3316460085270626, 0.29064865320391337, 0.2694500617276431, 0.28256693852108944, 0.2993888127893519, 0.2906587602782415, 0.2700678521301956, 0.3030502046341958, 0.23183498619531603, 0.29375503823819743, 0.2988852848634738, 0.326530689599685, 0.3300911294959134, 0.27740776184151655, 0.31985028632925994, 0.30404669007695634, 0.2768734484832765, 0.32456005225391577, 0.26721981895759933, 0.28903906660382345, 0.3079599073490547, 0.332160694832473, 0.3118314491047814, 0.2885471625277194, 0.323068444142731, 0.28903866009233015, 0.33807046719277145, 0.29650464736351323, 0.30036727912549605, 0.3100014072483508, 0.31355619941118845]","[-0.9960987640086175, -0.29805075139637854, -0.22351804233236125, -0.23289457038914255, -0.30428493614131763, -0.20568501120624022, -0.15695631376333727, -0.23739398666981226, -0.17204617970967506, -0.11224436821297325, -0.22342603405385802, -0.23224292864705484, -0.2114803598017274, -0.25481564733784395, -0.2090370704797649, -0.28900202362378963, -0.20513137733556955, -0.3309826660198403, -0.25261518700655106, -0.16891024094908808, -0.14915771125364388, -0.11597011054250517, -0.2665536445811014, -0.21050077984099896, -0.18483168436715486, -0.2497023016867214, -0.14717925686369315, -0.26361318141066614, -0.24453299082212016, -0.16711980548652663, -0.1502563010587951, -0.205339143459186, -0.19761451211301112, -0.1338717267768796, -0.1560965958058244, -0.12430101460925781, -0.15580022986294542, -0.2207021808905737, -0.19589406572212031, -0.21365069810442372]",8.087576838000132
