,Model,seed,rho,SINR,SNR,SNRinp,actual_error,theoretical_bounds,off_diagonal_norms,execution_time
50,PredictiveDecorrBSS,2000,0.05,24.73683908977931,"[array([27.15940085, 25.21312689, 23.47458567, 23.96449956, 24.73886764])]",30,"[array([1.97196220e+00, 2.31815662e-01, 1.24620451e-01, 3.54277284e-02,
       3.17379627e-02, 7.26241868e-03, 3.68307868e-03, 2.03575240e-03,
       2.37999933e-03, 1.34813724e-05, 6.46168947e-03, 4.65909050e-03,
       3.05931606e-03, 1.66158926e-03, 3.85250569e-03, 4.11404211e-03,
       4.07093326e-04, 1.24946949e-05, 3.06225803e-03, 1.66081106e-03,
       6.45044691e-03, 4.79690754e-04, 7.03853123e-04, 5.34905792e-03,
       3.36604424e-03, 1.41388609e-04, 1.56315686e-03, 9.95560917e-03,
       7.75678013e-04, 7.63456342e-04, 8.95359480e-04, 6.08562877e-04,
       4.47571240e-06, 2.12513732e-03, 1.56577941e-03, 9.57834783e-04,
       2.22157859e-03, 6.86542177e-06, 7.96165529e-04, 1.56523607e-04])]","[array([2.57108290e+04, 1.01626825e+01, 2.70832563e+00, 5.37470468e-01,
       2.87198844e-01, 1.47374770e-01, 2.55674086e-02, 2.12414979e-02,
       2.24142041e-02, 3.87152400e-02, 4.95502030e-02, 4.46924693e-02,
       4.23454192e-02, 1.19478748e-02, 2.97647430e-02, 2.13947910e-02,
       3.61341292e-03, 6.25993490e-03, 2.06533186e-02, 1.30483394e-02,
       5.41136353e-02, 5.48940847e-02, 2.12148870e-02, 8.43132473e-02,
       4.75489945e-02, 2.54433060e-02, 2.32813197e-02, 6.80971912e-02,
       8.14764199e-02, 1.16008138e-02, 9.47130196e-03, 7.15929820e-03,
       2.98131477e-02, 6.31194752e-02, 2.41306762e-02, 1.95415803e-02,
       1.36268683e-02, 1.69689578e-02, 1.51397122e-02, 6.98190454e-03])]","[array([0.67312167, 0.24024713, 0.24675632, 0.20988157, 0.17321579,
       0.18614432, 0.1402929 , 0.12357645, 0.13108333, 0.15539719,
       0.17151901, 0.15954888, 0.16212798, 0.10381117, 0.14586298,
       0.12603958, 0.08252441, 0.09647003, 0.12825579, 0.11223689,
       0.15517956, 0.16544204, 0.13109651, 0.18539004, 0.15378673,
       0.13552916, 0.12691006, 0.17115747, 0.19887926, 0.12081764,
       0.11838017, 0.10052724, 0.15022346, 0.18384238, 0.13902021,
       0.12350912, 0.12362977, 0.12351622, 0.11647294, 0.09685344])]",8.272731901030056
51,PredictiveDecorrBSS,2100,0.05,25.366778663424512,"[array([26.5697139 , 24.20045115, 27.29010072, 25.80227684, 23.9421038 ])]",30,"[array([4.69704864e+00, 2.39157754e-04, 6.18588547e-03, 7.03865692e-04,
       2.95400973e-03, 3.34047974e-05, 3.91959942e-03, 1.63669167e-03,
       1.97739070e-03, 7.16251964e-03, 3.35795143e-03, 3.25674230e-04,
       2.91138576e-04, 6.62999871e-04, 3.05646970e-04, 4.31206505e-03,
       1.99329156e-03, 9.01828705e-04, 1.88977889e-03, 1.44803888e-04,
       6.79355999e-05, 3.23628649e-04, 3.76884143e-04, 2.34899585e-03,
       1.13552598e-03, 4.18719051e-04, 5.95815828e-05, 4.13044264e-03,
       4.32923950e-03, 1.16631637e-03, 7.88564431e-03, 4.75389315e-04,
       3.21022448e-05, 1.84251641e-03, 2.63448245e-03, 3.94517489e-04,
       8.62798066e-04, 1.90530234e-03, 1.35499311e-03, 3.36349111e-03])]","[array([3.03695842e+09, 8.41295334e-02, 1.17083048e-01, 5.23992119e-03,
       2.84589706e-02, 4.91340444e-03, 5.92747369e-02, 4.78716877e-02,
       1.29001917e-02, 3.20082065e-02, 3.69775114e-02, 3.61941170e-03,
       1.09186107e-02, 1.08001103e-02, 5.89141291e-03, 2.30348409e-02,
       8.70441969e-03, 1.47485029e-02, 8.55968794e-03, 3.24622998e-02,
       2.67561444e-03, 2.29926816e-02, 7.61025308e-03, 2.75820734e-02,
       1.93320765e-02, 1.50215918e-02, 3.40224329e-03, 2.91272937e-02,
       2.00754484e-02, 1.27271399e-02, 8.60003313e-02, 8.38516977e-03,
       3.79803378e-03, 2.79235715e-02, 2.41677457e-02, 4.28584325e-03,
       1.02275780e-02, 3.95769774e-02, 5.27060750e-03, 2.14235403e-02])]","[array([0.76531682, 0.12457168, 0.16266043, 0.08953173, 0.13895076,
       0.09137806, 0.18366153, 0.16786718, 0.11648811, 0.14889472,
       0.15826553, 0.08543267, 0.10751546, 0.11478169, 0.09566664,
       0.12925757, 0.09535865, 0.1221136 , 0.09434807, 0.14709962,
       0.07483598, 0.137749  , 0.10674289, 0.1317929 , 0.13145937,
       0.12420585, 0.0845423 , 0.13727189, 0.13856326, 0.11696525,
       0.19235344, 0.10196177, 0.08520259, 0.13548286, 0.15546466,
       0.09450992, 0.11169056, 0.17041749, 0.08666867, 0.12938455])]",8.18674525199458
52,PredictiveDecorrBSS,2200,0.05,25.531191049698357,"[array([25.24950207, 27.44521758, 24.99125813, 24.24157363, 26.44119319])]",30,"[array([5.42607636e-01, 2.12978559e-01, 1.79580520e-03, 1.14490963e-03,
       2.33076308e-04, 3.16057778e-04, 1.49981146e-04, 1.07548476e-03,
       3.23990157e-03, 1.17543773e-02, 3.20412130e-03, 2.03603798e-03,
       2.21053679e-03, 1.94752296e-05, 1.46989891e-03, 8.24899183e-04,
       4.29639021e-03, 2.75142551e-03, 1.99783533e-03, 8.02276446e-04,
       1.73888095e-03, 2.21408270e-03, 3.58387944e-03, 2.40594012e-03,
       5.43615694e-03, 6.35053560e-04, 2.40620471e-03, 8.83042592e-04,
       5.23331528e-03, 3.32746465e-03, 2.38090087e-03, 3.01886692e-04,
       1.85999928e-03, 1.10365824e-03, 9.81646352e-03, 1.15099093e-02,
       1.40888461e-03, 1.47901990e-03, 1.53854541e-04, 3.56650693e-03])]","[array([6.75341131e+02, 6.92862651e+00, 5.18001326e-01, 2.31209772e-02,
       2.30065695e-02, 1.66485774e-02, 1.53762355e-02, 1.05657122e-02,
       5.89170449e-02, 9.68647591e-02, 4.14440799e-02, 3.33217665e-02,
       7.32430393e-02, 4.39237003e-03, 4.69715863e-02, 3.18511890e-02,
       4.27993508e-02, 2.57562586e-02, 2.26022412e-02, 8.87297116e-03,
       1.08742279e-02, 3.79432371e-02, 3.90118082e-02, 3.59722805e-02,
       3.15872087e-02, 5.19294664e-03, 1.11823796e-02, 7.54198409e-03,
       2.91647087e-02, 2.49417929e-02, 2.06508821e-02, 5.38716803e-03,
       6.98632901e-03, 3.96380391e-03, 8.51186491e-02, 7.87894243e-02,
       2.86229418e-02, 9.65209305e-03, 9.70608845e-03, 5.48441797e-02])]","[array([0.4877365 , 0.20278467, 0.21569649, 0.1183831 , 0.12440141,
       0.12033581, 0.12900308, 0.1123364 , 0.167342  , 0.19007455,
       0.15158326, 0.15247241, 0.1770906 , 0.08330473, 0.17067668,
       0.15418755, 0.16035716, 0.15343131, 0.13138899, 0.10351996,
       0.11307353, 0.15957441, 0.1609686 , 0.16515776, 0.14632717,
       0.09364878, 0.10276783, 0.09654945, 0.1368745 , 0.13792773,
       0.13220819, 0.09157708, 0.09504214, 0.0780095 , 0.19584328,
       0.18304621, 0.165302  , 0.10706368, 0.10845548, 0.1767445 ])]",8.384265761997085
53,PredictiveDecorrBSS,2300,0.05,24.122137203507933,"[array([24.75955247, 24.07028177, 23.69608446, 23.92315202, 24.23266694])]",30,"[array([1.67729637e+00, 8.90755792e-02, 7.33270199e-03, 1.64314010e-03,
       2.21532669e-03, 4.38433069e-03, 2.85383287e-04, 2.55308867e-04,
       4.51920085e-03, 6.97845127e-05, 1.25435865e-03, 1.27535969e-03,
       1.57018317e-02, 4.95039723e-04, 1.21470173e-03, 1.79523970e-03,
       2.31943288e-03, 1.58408415e-04, 1.20001721e-03, 6.43022667e-03,
       1.89143016e-03, 7.25938123e-04, 1.25490042e-03, 6.77738935e-03,
       1.90574814e-03, 4.40426653e-04, 3.18850866e-06, 1.16069361e-03,
       3.31218709e-03, 1.36850785e-03, 2.62997421e-03, 3.00154802e-05,
       1.57841663e-04, 1.79881105e-03, 3.91953332e-03, 2.52129720e-03,
       1.89161706e-04, 2.95294254e-03, 8.03006669e-04, 1.42474939e-03])]","[array([3.72134913e+04, 1.45325414e+01, 1.12209627e-01, 1.95051537e-02,
       2.59583780e-02, 1.55313337e-02, 3.07904248e-02, 9.85401502e-03,
       2.36414140e-02, 5.42554749e-03, 1.09776563e-01, 1.62601913e-02,
       1.35949115e-01, 5.36010162e-02, 2.51204287e-02, 1.43934415e-02,
       2.06715823e-02, 1.01810323e-02, 2.04208413e-02, 5.35711746e-02,
       4.97145438e-02, 4.76289171e-02, 6.39085125e-02, 3.72344610e-02,
       2.41229477e-02, 3.59296492e-03, 1.96998178e-02, 1.20439764e-02,
       4.64949866e-02, 1.50464726e-02, 1.05162484e-01, 1.00821309e-02,
       2.22255801e-02, 1.66865169e-02, 6.95065065e-02, 3.27370429e-02,
       1.24789025e-02, 2.31852406e-02, 3.85592501e-03, 1.15880536e-02])]","[array([0.51346194, 0.18605793, 0.14132866, 0.10097897, 0.13332883,
       0.11105204, 0.14336401, 0.10230009, 0.13041273, 0.09605636,
       0.22285408, 0.13031913, 0.20874852, 0.16969695, 0.13193318,
       0.11675318, 0.13019381, 0.10997182, 0.13116917, 0.16305973,
       0.15941574, 0.16443661, 0.17405926, 0.16632958, 0.14605951,
       0.08106449, 0.15052341, 0.11335627, 0.16674151, 0.12022792,
       0.19248926, 0.10357074, 0.13288266, 0.12719487, 0.18726187,
       0.15596981, 0.13007972, 0.13702544, 0.07954818, 0.10741254])]",8.186905935988761
54,PredictiveDecorrBSS,2400,0.05,23.186331511505088,"[array([24.17760642, 20.12782649, 26.05404641, 23.78778537, 24.15486439])]",30,"[array([1.15948647e+00, 1.97867487e-01, 2.62017213e-01, 7.33982615e-02,
       8.59307922e-02, 1.13539640e-01, 3.20159077e-02, 2.20329697e-02,
       3.47905088e-02, 1.82736135e-02, 2.20848338e-03, 1.00944276e-02,
       2.37011472e-03, 4.23490211e-04, 3.88300367e-04, 2.18694101e-03,
       2.82708471e-03, 4.51935131e-03, 9.73853975e-03, 3.13818242e-03,
       8.41607973e-05, 7.18762973e-03, 2.36182810e-03, 4.85389763e-04,
       9.38525085e-04, 9.58118005e-04, 3.89419008e-04, 1.14894453e-03,
       3.09326268e-03, 3.31196214e-03, 1.35381691e-04, 4.03640409e-03,
       3.55821986e-03, 6.25265859e-04, 1.02435925e-02, 3.59479096e-05,
       1.54809923e-03, 3.95107655e-04, 2.93325282e-04, 9.28688099e-04])]","[array([1.53259493e+04, 1.59409200e+01, 1.83928003e+01, 2.62226261e+00,
       4.07695660e+00, 4.60716436e+00, 1.02170250e+00, 6.84553211e-01,
       3.93500448e-01, 2.78719488e-01, 6.55191057e-02, 5.08509169e-01,
       2.87774297e-02, 1.04795157e-01, 8.41925294e-02, 4.75060110e-02,
       1.20939484e-01, 5.18882662e-02, 6.36789179e-02, 6.10260937e-02,
       3.12939264e-02, 8.94822212e-02, 2.50134942e-02, 7.08186179e-02,
       1.15022263e-02, 2.99452398e-02, 4.11309424e-02, 5.83002480e-03,
       6.84289447e-02, 1.52375942e-01, 6.58448755e-03, 1.90490494e-02,
       3.41950883e-02, 3.47408648e-03, 5.09812499e-02, 2.54381618e-02,
       1.70245563e-02, 2.93443063e-02, 3.79748778e-03, 5.70768855e-03])]","[array([0.35784211, 0.21067021, 0.21457288, 0.22459295, 0.27458424,
       0.28766855, 0.20610462, 0.2284698 , 0.18520225, 0.18112076,
       0.13688595, 0.20215245, 0.10939782, 0.16157076, 0.15242782,
       0.14503522, 0.18101875, 0.13338492, 0.14559539, 0.15653999,
       0.14298621, 0.16988132, 0.13266805, 0.17644581, 0.10700494,
       0.13340267, 0.15666186, 0.08828307, 0.1745561 , 0.19521874,
       0.09893136, 0.13235973, 0.15206437, 0.0793712 , 0.14180027,
       0.13601012, 0.12934853, 0.15198882, 0.08367241, 0.09341304])]",8.149818410980515
55,PredictiveDecorrBSS,2500,0.05,24.296755402543432,"[array([23.47479897, 24.25449016, 24.86512287, 24.11624624, 24.93754759])]",30,"[array([5.33781595e+00, 3.12072327e-01, 2.28438788e-02, 1.53463727e-05,
       9.14283115e-05, 1.27182340e-03, 2.30268927e-03, 1.08865926e-03,
       1.61377553e-03, 2.29802133e-03, 3.04605303e-03, 4.75988102e-04,
       1.02784222e-03, 1.03478534e-03, 2.98506439e-04, 1.06392778e-03,
       4.53450340e-03, 1.50046174e-03, 1.42447355e-03, 7.43922657e-04,
       3.49840721e-03, 7.35287463e-04, 3.67329717e-03, 4.39309178e-04,
       1.95017602e-03, 1.53732884e-04, 5.83566781e-04, 1.54878247e-04,
       7.27800893e-04, 2.56251413e-03, 9.30049559e-03, 3.72586080e-03,
       2.84769576e-03, 2.70995518e-05, 9.22696505e-03, 4.92159141e-04,
       1.78932113e-03, 4.51935756e-03, 2.08186774e-03, 3.63356831e-03])]","[array([9.18467910e+09, 2.78337663e+01, 3.69673606e-01, 2.04475390e-02,
       1.90818789e-02, 2.32327192e-02, 5.19508972e-02, 3.02864690e-02,
       7.86825818e-03, 2.97412265e-02, 5.18503448e-02, 3.11799083e-03,
       9.05494332e-02, 1.17530809e-02, 2.40869831e-02, 1.42852193e-02,
       4.13608925e-02, 2.94485670e-02, 8.11332967e-03, 9.27855274e-02,
       6.08729297e-02, 4.83594271e-02, 1.79133973e-02, 2.26033557e-02,
       2.32608999e-02, 3.41812974e-03, 1.06202120e-01, 7.19923651e-03,
       2.38567430e-02, 1.85607253e-02, 6.22839653e-02, 1.71398531e-02,
       4.45256551e-02, 2.79652759e-02, 1.22057607e-01, 2.26139622e-02,
       1.36323122e-02, 2.50387255e-02, 1.68383357e-02, 8.33692043e-02])]","[array([0.89807503, 0.19882317, 0.21537055, 0.11350632, 0.12974811,
       0.13750759, 0.16368331, 0.13548553, 0.10873623, 0.13159879,
       0.15733343, 0.0722182 , 0.19987997, 0.10807418, 0.13710404,
       0.12344279, 0.16166997, 0.15035971, 0.09411819, 0.19402313,
       0.1704744 , 0.15120819, 0.11869186, 0.13894913, 0.13038902,
       0.08079386, 0.18539092, 0.10422877, 0.14196239, 0.12441208,
       0.16018325, 0.129032  , 0.17494011, 0.15279048, 0.20763882,
       0.14002439, 0.11708841, 0.12792767, 0.12723892, 0.17938522])]",8.080341848020907
56,PredictiveDecorrBSS,2600,0.05,23.937474546922253,"[array([24.42152252, 23.93187025, 26.01050254, 24.93071784, 21.66248272])]",30,"[array([4.77177207e-01, 2.83144208e-01, 3.48800628e-03, 4.32413760e-03,
       3.07008788e-04, 1.48685492e-03, 1.51192625e-03, 1.90440494e-04,
       3.83867609e-03, 5.40721748e-03, 1.88396859e-03, 5.60311908e-04,
       2.65176706e-04, 9.52473696e-04, 1.78930974e-04, 9.46136623e-04,
       1.41298599e-03, 1.99273099e-04, 3.33197589e-04, 4.46181040e-04,
       1.58239514e-03, 3.65062447e-03, 2.40762078e-03, 7.52443273e-04,
       1.35872241e-03, 9.93739673e-03, 2.41851749e-03, 2.88978905e-03,
       5.13198265e-03, 8.80644518e-03, 5.93801750e-05, 1.53921256e-03,
       2.49182152e-03, 9.73183435e-04, 1.15852406e-03, 1.27348789e-03,
       3.16347472e-03, 1.44193068e-03, 3.43746583e-04, 1.56933325e-04])]","[array([6.39855326e+02, 2.16946758e+01, 2.24508412e-01, 1.54017538e-02,
       4.40376020e-02, 1.83564616e-02, 1.66586441e-02, 1.36725003e-02,
       2.35863779e-02, 3.40378338e-02, 1.74098619e-02, 1.05941554e-02,
       5.23226354e-03, 9.31423769e-02, 5.12194078e-02, 9.52391161e-03,
       2.04532983e-02, 4.55986107e-02, 2.96734934e-03, 6.71113946e-03,
       2.15291339e-02, 7.13224656e-02, 2.03744416e-02, 3.93803148e-03,
       5.20980735e-03, 6.65193776e-02, 3.10551246e-02, 2.42794169e-02,
       2.60429904e-02, 9.43804874e-02, 3.50074260e-03, 2.27180722e-02,
       1.86849334e-02, 1.53143444e-02, 4.25640947e-02, 1.10551232e-02,
       2.10694152e-02, 4.20393640e-02, 2.40309251e-03, 2.84077161e-02])]","[array([0.54086878, 0.19993429, 0.18821207, 0.10447109, 0.15240417,
       0.12623069, 0.12309021, 0.11662125, 0.13521897, 0.15674187,
       0.12387479, 0.10490457, 0.08610857, 0.17866943, 0.17206869,
       0.10923981, 0.13662173, 0.16545668, 0.07499849, 0.09929753,
       0.13629033, 0.20025025, 0.13179671, 0.08277288, 0.08630234,
       0.18307415, 0.14431977, 0.14766821, 0.13746195, 0.19046017,
       0.08788403, 0.14204047, 0.1242925 , 0.12090233, 0.15981745,
       0.10726808, 0.12771319, 0.1608842 , 0.06842464, 0.13856312])]",8.091958313016221
57,PredictiveDecorrBSS,2700,0.05,9.141719171786889,"[array([ 5.31620362, 26.15124893, 25.91072095, 27.38956768,  5.11012192])]",30,"[array([1.47066382e-01, 9.42312635e-02, 8.68244289e-02, 2.16899152e-02,
       9.38786329e-03, 1.88298522e-03, 8.25601884e-04, 2.10884464e-03,
       3.12296197e-03, 8.74070282e-03, 3.54890406e-03, 1.74800579e-03,
       6.71753811e-03, 3.85325575e-03, 8.30241307e-04, 3.67066627e-03,
       5.50601639e-03, 2.76664904e-03, 3.39776610e-03, 6.07892677e-03,
       1.61407392e-03, 9.85338348e-04, 1.18249746e-03, 1.22714825e-02,
       1.54355236e-03, 4.57455539e-03, 2.61357350e-04, 5.64517893e-05,
       6.60347327e-04, 3.26100131e-03, 1.29551832e-03, 8.95825068e-03,
       2.68375797e-03, 2.02292184e-03, 1.39540373e-03, 2.68193448e-04,
       4.14834516e-03, 9.78975969e-03, 3.81096698e-04, 1.53145034e-03])]","[array([1.74571954e+02, 6.11474291e+00, 2.51072232e+00, 7.51136652e-01,
       9.92407305e-01, 1.84153747e-01, 7.93594322e-02, 1.69819615e-01,
       3.62715565e-02, 1.26721493e-01, 6.86799555e-02, 7.51652124e-02,
       8.65832870e-02, 1.33533246e-01, 5.09691944e-02, 7.05888192e-02,
       4.79414760e-02, 5.54689314e-02, 4.48811544e-02, 1.32758490e-01,
       3.33172733e-02, 1.32416652e-02, 1.26846774e-01, 8.02026071e-02,
       2.37333690e-02, 5.24888300e-02, 2.77321395e-02, 3.52743727e-02,
       2.93451177e-02, 3.35250864e-02, 1.85439967e-02, 1.55197750e-01,
       4.12165537e-02, 4.41464751e-02, 5.22328179e-02, 2.85760540e-02,
       7.62159067e-02, 9.49135423e-02, 3.65351030e-03, 5.60457798e-02])]","[array([0.58918096, 0.22810404, 0.21268379, 0.17447664, 0.20403321,
       0.13947761, 0.11090339, 0.16202319, 0.09049834, 0.14098189,
       0.1295547 , 0.11787131, 0.13294402, 0.15004567, 0.11337331,
       0.12402602, 0.11813948, 0.12031844, 0.10623046, 0.14147994,
       0.10027346, 0.08151239, 0.15893919, 0.13996615, 0.09804124,
       0.12383115, 0.10756702, 0.10210053, 0.0978145 , 0.09915218,
       0.07571757, 0.15011937, 0.1056414 , 0.12425196, 0.11943241,
       0.10968531, 0.13257329, 0.15159692, 0.05823454, 0.11624268])]",8.010585412965156
58,PredictiveDecorrBSS,2800,0.05,24.852874117426964,"[array([25.82260219, 22.7569105 , 28.48855165, 23.69056126, 25.61560005])]",30,"[array([3.01806216e+00, 4.18928361e-01, 2.31299572e-02, 1.01177320e-03,
       2.33385028e-03, 9.02809827e-04, 6.93782209e-03, 2.67375458e-03,
       5.40520176e-04, 2.32044328e-04, 4.85043361e-04, 9.55896024e-04,
       2.22155604e-03, 6.39242110e-04, 5.15543331e-04, 4.05733273e-04,
       1.79277179e-03, 2.22169927e-04, 4.09962409e-05, 1.87999851e-03,
       1.04207495e-03, 3.69250048e-03, 3.54630818e-03, 6.59141797e-03,
       4.33920414e-04, 1.31854538e-03, 1.92887453e-04, 2.69035698e-03,
       6.08084813e-03, 8.87491863e-03, 2.28024093e-04, 4.15333033e-04,
       2.76462808e-04, 1.85250220e-04, 2.11589455e-03, 9.30434699e-05,
       3.53167734e-03, 2.84425241e-03, 1.93116833e-03, 9.10869115e-05])]","[array([9.23824733e+05, 4.99497099e+01, 8.65690529e-01, 3.88534592e-02,
       3.74607544e-02, 2.05347947e-02, 5.69245793e-02, 1.75092456e-02,
       2.41030955e-02, 1.87242305e-02, 3.61250239e-02, 1.05454266e-02,
       4.84707199e-02, 5.55799517e-02, 3.79794246e-02, 4.33495716e-02,
       7.96747244e-02, 7.98907072e-03, 1.89987364e-02, 3.07731783e-02,
       1.68832511e-02, 7.61155856e-02, 2.01267881e-02, 1.44195760e-01,
       3.26156434e-03, 2.87706031e-02, 1.33269581e-02, 1.35603916e-02,
       4.09570230e-02, 3.43711539e-02, 2.65378732e-03, 6.63181567e-03,
       1.58901568e-02, 1.40144872e-02, 2.89363807e-02, 1.71261131e-02,
       1.15850113e-02, 1.86012156e-02, 1.60741046e-02, 3.80432919e-03])]","[array([0.43061459, 0.25476173, 0.17734096, 0.10517016, 0.10483884,
       0.08437564, 0.10777786, 0.07038106, 0.106574  , 0.08836029,
       0.10837111, 0.07452251, 0.12167199, 0.13538542, 0.12323997,
       0.11759215, 0.12719964, 0.07547984, 0.10320389, 0.1267143 ,
       0.09564195, 0.16597918, 0.11115127, 0.19303672, 0.06935967,
       0.14960096, 0.12395038, 0.11241279, 0.1764958 , 0.16224343,
       0.07926474, 0.09872333, 0.12064348, 0.12477328, 0.13654952,
       0.12598231, 0.10364195, 0.12724906, 0.11639569, 0.07916192])]",8.146290649019647
59,PredictiveDecorrBSS,2900,0.05,25.69398728885083,"[array([25.5613725 , 24.79765422, 25.36352851, 24.71462805, 29.58293885])]",30,"[array([1.98930999e-01, 3.71159288e-03, 5.56632830e-04, 2.79479556e-03,
       2.15888120e-02, 6.01597440e-04, 1.40441144e-03, 2.58227869e-03,
       1.65731905e-03, 1.24420613e-03, 3.85590555e-03, 8.86279329e-03,
       4.15652159e-03, 6.51963570e-03, 2.37681721e-04, 2.21099834e-04,
       5.75620444e-03, 1.96168209e-03, 1.73327756e-03, 7.67200290e-04,
       3.30601975e-03, 1.05778624e-03, 8.09587541e-05, 1.82355810e-04,
       4.82120041e-03, 1.00017372e-03, 2.40178343e-03, 3.99374070e-03,
       1.32874263e-04, 1.55181842e-03, 1.63831076e-03, 2.96105721e-04,
       7.64901861e-04, 1.19254553e-03, 3.52323141e-04, 5.90594785e-03,
       4.55614225e-03, 2.39979146e-03, 4.83761303e-03, 1.43417068e-03])]","[array([1.93338038e+01, 5.74216881e-02, 1.29491458e-02, 2.46612522e-02,
       1.49264552e-01, 5.23001565e-02, 6.27697861e-03, 7.78712580e-02,
       8.95593476e-02, 1.01525942e-02, 7.95521110e-02, 5.68870164e-02,
       3.27527950e-02, 3.82365010e-02, 3.35333889e-02, 3.83114212e-03,
       2.84629922e-02, 2.48205867e-02, 3.42800264e-02, 7.53348923e-03,
       4.83909870e-02, 1.21077285e-02, 7.75137515e-03, 6.42965016e-03,
       1.32385206e-01, 7.14443195e-03, 2.21382312e-02, 3.32101682e-02,
       2.24840841e-02, 1.97422807e-02, 1.42928659e-02, 2.62057005e-03,
       6.59445288e-03, 2.49359064e-02, 2.93903382e-02, 5.02990003e-02,
       3.16528689e-02, 4.61030734e-02, 4.01310819e-02, 6.55739791e-02])]","[array([0.39901228, 0.10479231, 0.07811836, 0.12183694, 0.23049119,
       0.16569674, 0.08603787, 0.19234355, 0.20257394, 0.11101539,
       0.18888849, 0.16819478, 0.12990961, 0.15915227, 0.14645412,
       0.09030173, 0.13473301, 0.14071201, 0.15316648, 0.10715307,
       0.16968699, 0.12434624, 0.10341295, 0.09775531, 0.20208343,
       0.09132469, 0.13576645, 0.14942279, 0.14511561, 0.13448984,
       0.13085667, 0.07342866, 0.09942025, 0.1438267 , 0.14744729,
       0.17476573, 0.14434646, 0.17243529, 0.14996463, 0.17907777])]",8.02864822302945
60,PredictiveDecorrBSS,0,0.1,25.39844031148325,"[array([23.79254431, 26.07732295, 25.4437817 , 25.82261246, 26.35431633])]",30,"[array([4.89300140e-01, 2.20266715e-02, 3.19813292e-03, 3.30801641e-03,
       6.33948352e-03, 2.67179806e-03, 2.34803380e-03, 5.76941255e-03,
       1.29115086e-02, 3.14022860e-03, 8.86960941e-03, 2.94019163e-03,
       1.87842874e-02, 5.09412321e-03, 5.59573833e-03, 3.13731728e-04,
       6.17431302e-03, 2.13497236e-03, 2.41504271e-03, 1.89167311e-02,
       1.53015577e-03, 1.42278267e-03, 3.26736509e-03, 3.37632672e-02,
       5.80816523e-04, 1.26939566e-02, 1.68072056e-03, 4.31034720e-03,
       3.89790318e-04, 9.40136312e-03, 1.10950300e-02, 6.58354195e-03,
       9.86865210e-03, 3.34663362e-02, 1.06379357e-02, 1.40994143e-02,
       4.16817094e-03, 1.09389243e-02, 6.00955675e-03, 1.97827040e-02])]","[array([2.41756914e+02, 2.39691818e-01, 1.41019450e-01, 2.67392751e-02,
       5.20494225e-02, 2.78485283e-02, 4.38033913e-02, 8.86336122e-02,
       5.13154504e-02, 5.46618678e-02, 5.35251143e-02, 8.49052212e-02,
       9.74503251e-02, 4.56558478e-02, 5.68932403e-02, 1.19717153e-01,
       7.65451790e-02, 1.11381555e-02, 3.35721975e-02, 1.93421098e-01,
       1.13340967e-01, 2.98858168e-02, 1.32541678e-01, 3.84005123e-01,
       1.13692054e-02, 1.10400461e-01, 1.03757176e-02, 8.05874784e-02,
       1.89063592e-01, 7.87904677e-02, 9.82648906e-02, 3.48944698e-02,
       1.41857249e-01, 3.16695804e-01, 6.06645335e-02, 8.67380458e-02,
       2.70428199e-02, 1.02963442e-01, 7.30417349e-02, 1.28317714e-01])]","[array([0.68687964, 0.22473054, 0.1981012 , 0.13331627, 0.17236203,
       0.15357454, 0.15694021, 0.17500706, 0.16251153, 0.16402024,
       0.18168178, 0.19649571, 0.20211981, 0.15369642, 0.16245392,
       0.19950003, 0.19402815, 0.09920413, 0.14473189, 0.22863084,
       0.20243481, 0.13642389, 0.21323236, 0.29152705, 0.1178745 ,
       0.20078098, 0.11020479, 0.19172487, 0.23154387, 0.18979928,
       0.19306737, 0.14699544, 0.21675503, 0.28420796, 0.15833958,
       0.19732056, 0.14047685, 0.18986119, 0.16704211, 0.21692572])]",8.036208140023518
